station_id,timestamp,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,rainfall_mm
HYD_AWS_01,2026-09-01 23:00:00+00:00,25.09,80.42,1008.9,5.17,0.0
HYD_AWS_01,2026-09-02 00:00:00+00:00,25.22,80.48,1009.8,6.12,0.92
HYD_AWS_01,2026-09-02 01:00:00+00:00,25.54,84.06,1009.35,4.29,0.0
HYD_AWS_01,2026-09-02 02:00:00+00:00,24.81,81.84,1008.65,5.58,0.0
HYD_AWS_01,2026-09-02 03:00:00+00:00,25.92,77.01,1008.99,4.82,0.0
HYD_AWS_01,2026-09-02 04:00:00+00:00,27.25,77.85,1008.07,4.5,1.31
HYD_AWS_01,2026-09-02 05:00:00+00:00,27.71,74.03,1010.05,3.69,0.0
HYD_AWS_01,2026-09-02 06:00:00+00:00,29.78,68.62,1008.6,4.38,0.0
HYD_AWS_01,2026-09-02 07:00:00+00:00,31.07,65.64,1009.15,3.28,0.0
HYD_AWS_01,2026-09-02 08:00:00+00:00,31.64,61.68,1008.28,4.6,0.0
HYD_AWS_01,2026-09-02 09:00:00+00:00,33.57,59.68,1009.2,4.62,0.0
HYD_AWS_01,2026-09-02 10:00:00+00:00,33.91,53.65,1008.22,3.29,0.0
HYD_AWS_01,2026-09-02 11:00:00+00:00,34.92,53.08,1009.63,4.14,0.0
HYD_AWS_01,2026-09-02 12:00:00+00:00,34.58,57.9,1009.16,3.07,0.0
HYD_AWS_01,2026-09-02 13:00:00+00:00,34.55,53.26,1008.58,4.09,0.0
HYD_AWS_01,2026-09-02 14:00:00+00:00,33.65,52.28,1008.29,4.07,0.0
HYD_AWS_01,2026-09-02 15:00:00+00:00,33.55,57.56,1008.98,4.6,0.36
HYD_AWS_01,2026-09-02 16:00:00+00:00,32.22,58.44,1008.72,3.66,0.0
HYD_AWS_01,2026-09-02 17:00:00+00:00,30.56,66.61,1009.04,2.75,0.0
HYD_AWS_01,2026-09-02 18:00:00+00:00,29.92,74.93,1008.74,3.87,0.0
HYD_AWS_01,2026-09-02 19:00:00+00:00,28.49,72.2,1007.47,1.94,0.2
HYD_AWS_01,2026-09-02 20:00:00+00:00,27.48,72.6,1007.88,3.66,0.0
HYD_AWS_01,2026-09-02 21:00:00+00:00,26.83,78.84,1008.53,1.92,0.01
HYD_AWS_01,2026-09-02 22:00:00+00:00,26.29,82.13,1006.66,2.87,0.0
HYD_AWS_01,2026-09-02 23:00:00+00:00,24.62,79.48,1007.47,3.82,0.0
HYD_AWS_01,2026-09-03 00:00:00+00:00,24.42,81.82,1009.18,2.88,0.0
HYD_AWS_01,2026-09-03 01:00:00+00:00,24.96,85.46,1006.95,3.82,0.0
HYD_AWS_01,2026-09-03 02:00:00+00:00,25.85,79.72,1008.12,3.02,0.0
HYD_AWS_01,2026-09-03 03:00:00+00:00,26.05,76.93,1006.84,2.35,0.0
HYD_AWS_01,2026-09-03 04:00:00+00:00,27.81,72.93,1007.37,2.48,0.0
HYD_AWS_01,2026-09-03 05:00:00+00:00,28.29,76.11,1007.89,2.99,0.0
HYD_AWS_01,2026-09-03 06:00:00+00:00,29.63,66.92,1007.59,2.06,0.0
HYD_AWS_01,2026-09-03 07:00:00+00:00,29.97,66.42,1007.05,3.79,0.0
HYD_AWS_01,2026-09-03 08:00:00+00:00,31.94,61.56,1007.61,1.87,0.1
HYD_AWS_01,2026-09-03 09:00:00+00:00,32.74,56.75,1008.02,3.32,0.0
HYD_AWS_01,2026-09-03 10:00:00+00:00,34.16,56.14,1006.71,1.92,0.0
HYD_AWS_01,2026-09-03 11:00:00+00:00,33.47,51.31,1006.76,3.14,0.0
HYD_AWS_01,2026-09-03 12:00:00+00:00,34.32,54.98,1007.75,2.92,1.36
HYD_AWS_01,2026-09-03 13:00:00+00:00,33.99,55.22,1006.94,2.98,0.1
HYD_AWS_01,2026-09-03 14:00:00+00:00,33.74,56.08,1006.48,3.89,0.0
HYD_AWS_01,2026-09-03 15:00:00+00:00,33.42,55.24,1007.53,2.94,0.0
HYD_AWS_01,2026-09-03 16:00:00+00:00,31.81,58.88,1006.99,2.05,0.0
HYD_AWS_01,2026-09-03 17:00:00+00:00,30.45,65.56,1007.31,3.54,0.01
HYD_AWS_01,2026-09-03 18:00:00+00:00,29.06,68.42,1005.81,1.67,0.0
HYD_AWS_01,2026-09-03 19:00:00+00:00,27.65,74.33,1005.34,3.83,0.0
HYD_AWS_01,2026-09-03 20:00:00+00:00,26.7,73.7,1006.7,2.6,0.02
HYD_AWS_01,2026-09-03 21:00:00+00:00,26.22,79.99,1007.01,2.95,0.0
HYD_AWS_01,2026-09-03 22:00:00+00:00,25.14,80.27,1006.78,2.99,0.28
HYD_AWS_01,2026-09-03 23:00:00+00:00,25.32,83.22,1006.27,4.37,0.0
HYD_AWS_01,2026-09-04 00:00:00+00:00,24.49,83.33,1008.06,2.6,0.0
HYD_AWS_01,2026-09-04 01:00:00+00:00,24.17,80.05,1007.2,1.99,2.79
HYD_AWS_01,2026-09-04 02:00:00+00:00,24.86,84.37,1007.1,2.96,0.0
HYD_AWS_01,2026-09-04 03:00:00+00:00,25.81,81.26,1006.89,3.37,0.0
HYD_AWS_01,2026-09-04 04:00:00+00:00,27.01,74.66,1005.16,4.51,0.0
HYD_AWS_01,2026-09-04 05:00:00+00:00,27.78,72.38,1004.6,3.03,0.0
HYD_AWS_01,2026-09-04 06:00:00+00:00,28.93,68.08,1005.97,4.19,0.0
HYD_AWS_01,2026-09-04 07:00:00+00:00,29.57,65.08,1007.0,4.93,0.0
HYD_AWS_01,2026-09-04 08:00:00+00:00,31.52,59.15,1007.31,4.03,0.0
HYD_AWS_01,2026-09-04 09:00:00+00:00,32.45,59.47,1006.91,4.16,0.0
HYD_AWS_01,2026-09-04 10:00:00+00:00,43.95,57.47,1005.49,4.61,0.0
HYD_AWS_01,2026-09-04 11:00:00+00:00,32.83,56.11,1006.76,4.11,0.0
HYD_AWS_01,2026-09-04 12:00:00+00:00,34.43,53.13,1007.26,3.32,0.0
HYD_AWS_01,2026-09-04 13:00:00+00:00,33.55,54.94,1005.9,3.2,0.0
HYD_AWS_01,2026-09-04 14:00:00+00:00,32.1,54.85,1005.16,4.9,0.02
HYD_AWS_01,2026-09-04 15:00:00+00:00,31.71,58.27,1006.58,4.28,0.0
HYD_AWS_01,2026-09-04 16:00:00+00:00,30.71,61.41,1005.67,3.99,0.0
HYD_AWS_01,2026-09-04 17:00:00+00:00,29.27,63.77,1006.07,2.99,0.0
HYD_AWS_01,2026-09-04 18:00:00+00:00,28.29,68.39,1005.94,4.47,0.0
HYD_AWS_01,2026-09-04 19:00:00+00:00,26.95,72.93,1005.63,3.8,0.0
HYD_AWS_01,2026-09-04 20:00:00+00:00,25.37,77.96,1007.16,4.5,0.07
HYD_AWS_01,2026-09-04 21:00:00+00:00,25.01,80.35,1005.32,4.75,0.0
HYD_AWS_01,2026-09-04 22:00:00+00:00,23.46,81.36,1005.47,3.7,0.11
HYD_AWS_01,2026-09-04 23:00:00+00:00,23.31,81.86,1006.15,5.34,0.0
HYD_AWS_01,2026-09-05 00:00:00+00:00,23.47,85.66,1006.06,4.08,0.0
HYD_AWS_01,2026-09-05 01:00:00+00:00,23.42,85.34,1005.74,4.2,0.0
HYD_AWS_01,2026-09-05 02:00:00+00:00,24.52,84.43,1005.04,5.04,0.03
HYD_AWS_01,2026-09-05 03:00:00+00:00,24.71,77.86,1005.45,4.23,0.0
HYD_AWS_01,2026-09-05 04:00:00+00:00,25.92,74.0,1006.23,4.53,0.15
HYD_AWS_01,2026-09-05 05:00:00+00:00,27.2,72.37,1005.54,4.14,0.0
HYD_AWS_01,2026-09-05 06:00:00+00:00,28.42,69.35,1004.9,4.84,0.0
HYD_AWS_01,2026-09-05 07:00:00+00:00,29.4,62.31,1006.28,2.48,0.0
HYD_AWS_01,2026-09-05 08:00:00+00:00,30.97,58.87,1006.55,3.16,0.0
HYD_AWS_01,2026-09-05 09:00:00+00:00,33.13,54.49,1006.02,3.96,0.0
HYD_AWS_01,2026-09-05 10:00:00+00:00,33.11,53.97,1006.74,3.38,0.0
HYD_AWS_01,2026-09-05 11:00:00+00:00,32.83,57.89,1004.94,3.36,0.0
HYD_AWS_01,2026-09-05 12:00:00+00:00,33.48,51.91,1006.27,3.89,0.0
HYD_AWS_01,2026-09-05 13:00:00+00:00,33.09,53.72,1005.82,4.31,0.0
HYD_AWS_01,2026-09-05 14:00:00+00:00,32.81,54.25,1006.47,5.26,0.0
HYD_AWS_01,2026-09-05 15:00:00+00:00,31.72,59.1,1006.13,4.62,0.0
HYD_AWS_01,2026-09-05 16:00:00+00:00,29.96,59.87,1006.35,4.78,0.0
HYD_AWS_01,2026-09-05 17:00:00+00:00,29.49,65.6,1007.0,3.58,0.0
HYD_AWS_01,2026-09-05 18:00:00+00:00,27.64,70.06,1006.66,3.12,0.0
HYD_AWS_01,2026-09-05 19:00:00+00:00,27.44,72.03,1006.12,3.59,0.0
HYD_AWS_01,2026-09-05 20:00:00+00:00,26.18,73.96,1006.55,2.88,0.0
HYD_AWS_01,2026-09-05 21:00:00+00:00,24.62,80.1,1007.45,2.81,0.0
HYD_AWS_01,2026-09-05 22:00:00+00:00,24.33,79.33,1007.2,3.97,0.0
HYD_AWS_01,2026-09-05 23:00:00+00:00,22.76,82.99,1005.9,2.57,0.0
HYD_AWS_01,2026-09-06 00:00:00+00:00,22.53,85.69,1007.15,2.81,0.0
HYD_AWS_01,2026-09-06 01:00:00+00:00,23.59,87.25,1006.6,2.8,0.0
HYD_AWS_01,2026-09-06 02:00:00+00:00,24.07,82.3,1007.13,2.85,0.0
HYD_AWS_01,2026-09-06 03:00:00+00:00,24.94,76.56,1005.91,3.94,0.0
HYD_AWS_01,2026-09-06 04:00:00+00:00,25.43,75.27,1006.94,3.32,0.0
HYD_AWS_01,2026-09-06 05:00:00+00:00,26.83,71.64,1007.71,2.09,0.11
HYD_AWS_01,2026-09-06 06:00:00+00:00,28.77,68.13,1006.12,1.54,0.0
HYD_AWS_01,2026-09-06 07:00:00+00:00,29.03,63.65,1006.29,2.3,0.0
HYD_AWS_01,2026-09-06 08:00:00+00:00,29.72,60.4,1006.98,2.85,0.0
HYD_AWS_01,2026-09-06 09:00:00+00:00,31.53,58.32,1006.64,2.22,0.0
HYD_AWS_01,2026-09-06 10:00:00+00:00,33.95,55.12,1007.27,2.3,0.0
HYD_AWS_01,2026-09-06 11:00:00+00:00,33.26,53.79,1009.12,1.53,0.69
HYD_AWS_01,2026-09-06 12:00:00+00:00,32.31,54.96,1008.26,0.85,0.0
HYD_AWS_01,2026-09-06 13:00:00+00:00,33.49,53.05,1007.34,2.67,0.0
HYD_AWS_01,2026-09-06 14:00:00+00:00,32.38,58.16,,3.21,0.06
HYD_AWS_01,2026-09-06 15:00:00+00:00,999.0,57.16,1007.93,1.6,0.0
HYD_AWS_01,2026-09-06 16:00:00+00:00,30.99,59.83,1008.14,2.68,0.0
HYD_AWS_01,2026-09-06 17:00:00+00:00,30.65,62.3,1007.25,1.75,0.0
HYD_AWS_01,2026-09-06 18:00:00+00:00,28.79,65.75,1008.42,2.32,0.0
HYD_AWS_01,2026-09-06 19:00:00+00:00,26.82,70.41,1008.76,1.27,0.0
HYD_AWS_01,2026-09-06 20:00:00+00:00,25.62,78.66,1006.45,3.75,0.0
HYD_AWS_01,2026-09-06 21:00:00+00:00,25.62,78.55,1007.74,3.57,0.08
HYD_AWS_01,2026-09-06 22:00:00+00:00,23.81,82.33,1008.16,2.57,0.0
HYD_AWS_01,2026-09-06 23:00:00+00:00,23.37,82.67,1006.97,3.16,0.0
HYD_AWS_01,2026-09-07 00:00:00+00:00,24.27,83.85,1008.35,3.54,0.0
HYD_AWS_01,2026-09-07 01:00:00+00:00,23.55,83.41,1008.13,3.51,0.0
HYD_AWS_01,2026-09-07 02:00:00+00:00,24.25,81.04,1008.67,2.53,0.34
HYD_AWS_01,2026-09-07 03:00:00+00:00,24.67,77.17,1009.31,2.51,0.0
HYD_AWS_01,2026-09-07 04:00:00+00:00,25.99,80.24,1008.78,3.35,0.0
HYD_AWS_01,2026-09-07 05:00:00+00:00,27.93,69.15,1008.5,2.86,0.0
HYD_AWS_01,2026-09-07 06:00:00+00:00,29.49,66.73,1008.54,4.66,0.0
HYD_AWS_01,2026-09-07 07:00:00+00:00,29.6,63.4,1008.98,3.89,0.0
HYD_AWS_01,2026-09-07 08:00:00+00:00,31.81,57.67,1008.18,3.45,0.0
HYD_AWS_01,2026-09-07 09:00:00+00:00,32.01,56.99,1009.5,3.8,0.0
HYD_AWS_01,2026-09-07 10:00:00+00:00,33.68,56.96,1009.4,4.14,0.0
HYD_AWS_01,2026-09-07 11:00:00+00:00,33.26,53.41,1009.45,4.01,0.49
HYD_AWS_01,2026-09-07 12:00:00+00:00,34.13,54.23,1008.96,4.03,0.0
HYD_AWS_01,2026-09-07 13:00:00+00:00,33.38,54.41,1008.27,4.99,0.0
HYD_AWS_01,2026-09-07 14:00:00+00:00,33.45,54.22,1010.07,4.32,0.0
HYD_AWS_01,2026-09-07 15:00:00+00:00,33.16,57.9,1008.16,4.67,1.14
HYD_AWS_01,2026-09-07 16:00:00+00:00,31.53,63.04,1010.77,4.08,0.0
HYD_AWS_01,2026-09-07 17:00:00+00:00,29.83,60.95,1008.61,4.96,0.12
HYD_AWS_01,2026-09-07 18:00:00+00:00,28.86,66.62,1009.25,4.63,0.0
HYD_AWS_01,2026-09-07 19:00:00+00:00,27.56,73.11,1009.2,3.94,0.0
HYD_AWS_01,2026-09-07 20:00:00+00:00,26.84,76.71,1008.58,4.84,0.0
HYD_AWS_01,2026-09-07 21:00:00+00:00,26.38,81.52,1008.32,4.66,0.0
HYD_AWS_01,2026-09-07 22:00:00+00:00,24.8,79.99,1009.02,5.48,2.57
HYD_AWS_01,2026-09-07 23:00:00+00:00,24.44,80.38,1010.07,5.4,0.0
BLR_AWS_02,2026-09-01 00:00:00+00:00,21.25,84.14,1009.54,3.3,0.0
BLR_AWS_02,2026-09-01 01:00:00+00:00,21.31,82.79,1009.09,4.84,0.0
BLR_AWS_02,2026-09-01 02:00:00+00:00,22.34,81.59,1009.76,5.89,0.16
BLR_AWS_02,2026-09-01 03:00:00+00:00,23.42,76.9,1008.65,4.54,0.0
BLR_AWS_02,2026-09-01 04:00:00+00:00,23.84,75.9,1009.18,5.42,0.0
BLR_AWS_02,2026-09-01 05:00:00+00:00,25.84,72.5,1010.06,3.83,0.0
BLR_AWS_02,2026-09-01 06:00:00+00:00,26.87,67.35,1009.49,5.43,0.0
BLR_AWS_02,2026-09-01 07:00:00+00:00,28.1,65.4,1009.38,5.28,0.0
BLR_AWS_02,2026-09-01 08:00:00+00:00,29.76,61.67,1008.85,4.8,0.0
BLR_AWS_02,2026-09-01 09:00:00+00:00,29.87,58.28,1009.2,4.98,0.0
BLR_AWS_02,2026-09-01 10:00:00+00:00,31.07,55.09,1007.9,5.22,0.0
BLR_AWS_02,2026-09-01 11:00:00+00:00,32.17,53.9,1008.97,4.41,0.0
BLR_AWS_02,2026-09-01 12:00:00+00:00,31.63,53.5,1009.15,4.8,1.79
BLR_AWS_02,2026-09-01 13:00:00+00:00,31.43,52.78,1008.41,4.76,0.0
BLR_AWS_02,2026-09-01 14:00:00+00:00,31.56,52.27,1008.21,4.87,0.0
BLR_AWS_02,2026-09-01 15:00:00+00:00,30.17,53.73,1009.05,5.32,0.0
BLR_AWS_02,2026-09-01 16:00:00+00:00,28.54,56.54,1008.78,4.16,0.0
BLR_AWS_02,2026-09-01 17:00:00+00:00,28.5,66.48,1008.25,3.66,0.0
BLR_AWS_02,2026-09-01 18:00:00+00:00,27.53,66.07,1007.27,3.91,0.0
BLR_AWS_02,2026-09-01 19:00:00+00:00,25.81,71.51,1007.78,3.86,0.41
BLR_AWS_02,2026-09-01 20:00:00+00:00,24.16,77.51,1008.45,4.57,0.0
BLR_AWS_02,2026-09-01 21:00:00+00:00,23.37,79.7,1007.48,4.4,1.56
BLR_AWS_02,2026-09-01 22:00:00+00:00,22.32,83.58,1007.6,5.34,0.0
BLR_AWS_02,2026-09-01 23:00:00+00:00,21.52,82.46,1006.89,4.39,0.0
BLR_AWS_02,2026-09-02 00:00:00+00:00,21.48,79.6,1007.62,2.21,0.0
BLR_AWS_02,2026-09-02 01:00:00+00:00,22.31,80.52,1008.14,4.14,0.07
BLR_AWS_02,2026-09-02 02:00:00+00:00,22.33,78.91,1008.86,4.32,0.0
BLR_AWS_02,2026-09-02 03:00:00+00:00,22.73,78.67,1007.55,3.55,0.3
BLR_AWS_02,2026-09-02 04:00:00+00:00,23.89,76.53,1008.66,4.16,0.27
BLR_AWS_02,2026-09-02 05:00:00+00:00,25.52,73.11,1007.21,4.17,0.0
BLR_AWS_02,2026-09-02 06:00:00+00:00,27.21,68.36,1009.0,2.83,0.0
BLR_AWS_02,2026-09-02 07:00:00+00:00,27.73,64.49,1006.76,2.84,0.0
BLR_AWS_02,2026-09-02 08:00:00+00:00,29.08,64.36,1008.63,3.42,0.0
BLR_AWS_02,2026-09-02 09:00:00+00:00,29.6,58.41,1007.0,3.17,0.07
BLR_AWS_02,2026-09-02 10:00:00+00:00,31.07,56.17,1006.95,4.04,0.0
BLR_AWS_02,2026-09-02 11:00:00+00:00,30.67,57.11,1007.16,4.09,0.0
BLR_AWS_02,2026-09-02 12:00:00+00:00,31.44,54.59,1007.62,1.66,0.0
BLR_AWS_02,2026-09-02 13:00:00+00:00,31.57,51.25,1008.07,3.23,0.0
BLR_AWS_02,2026-09-02 14:00:00+00:00,31.03,55.48,1006.66,2.15,0.0
BLR_AWS_02,2026-09-02 15:00:00+00:00,30.14,56.87,1005.83,2.52,0.0
BLR_AWS_02,2026-09-02 16:00:00+00:00,29.28,55.37,1007.74,1.28,0.0
BLR_AWS_02,2026-09-02 17:00:00+00:00,27.88,63.96,1007.44,1.57,0.0
BLR_AWS_02,2026-09-02 18:00:00+00:00,26.18,68.62,1006.79,2.73,0.0
BLR_AWS_02,2026-09-02 19:00:00+00:00,24.13,72.34,1006.59,3.23,0.0
BLR_AWS_02,2026-09-02 20:00:00+00:00,24.52,77.03,1006.47,2.09,0.58
BLR_AWS_02,2026-09-02 21:00:00+00:00,23.33,78.45,1006.92,3.22,0.0
BLR_AWS_02,2026-09-02 22:00:00+00:00,21.84,80.64,1006.57,2.28,0.0
BLR_AWS_02,2026-09-02 23:00:00+00:00,21.37,80.63,1006.44,2.61,0.0
BLR_AWS_02,2026-09-03 00:00:00+00:00,21.65,83.62,1007.22,0.28,0.0
BLR_AWS_02,2026-09-03 01:00:00+00:00,20.99,83.21,1005.82,2.77,0.0
BLR_AWS_02,2026-09-03 02:00:00+00:00,21.57,84.44,1006.31,2.49,0.0
BLR_AWS_02,2026-09-03 03:00:00+00:00,22.6,82.21,1007.07,2.58,0.0
BLR_AWS_02,2026-09-03 04:00:00+00:00,24.12,77.64,1006.81,1.6,0.0
BLR_AWS_02,2026-09-03 05:00:00+00:00,24.45,72.42,1007.03,2.27,0.0
BLR_AWS_02,2026-09-03 06:00:00+00:00,26.79,68.82,1006.12,3.18,0.0
BLR_AWS_02,2026-09-03 07:00:00+00:00,27.8,65.14,1006.76,3.0,0.0
BLR_AWS_02,2026-09-03 08:00:00+00:00,28.44,60.73,1006.1,2.64,0.0
BLR_AWS_02,2026-09-03 09:00:00+00:00,28.94,54.43,1005.57,3.78,0.0
BLR_AWS_02,2026-09-03 10:00:00+00:00,29.99,52.63,1007.31,3.48,0.0
BLR_AWS_02,2026-09-03 11:00:00+00:00,29.74,52.28,1006.18,3.64,0.0
BLR_AWS_02,2026-09-03 12:00:00+00:00,30.26,50.04,1006.83,4.65,0.0
BLR_AWS_02,2026-09-03 13:00:00+00:00,31.0,54.55,1005.92,3.31,0.0
BLR_AWS_02,2026-09-03 14:00:00+00:00,29.82,54.5,1004.89,3.06,0.0
BLR_AWS_02,2026-09-03 15:00:00+00:00,29.78,56.28,1004.72,3.5,0.0
BLR_AWS_02,2026-09-03 16:00:00+00:00,27.83,62.19,1005.36,3.16,0.0
BLR_AWS_02,2026-09-03 17:00:00+00:00,26.61,65.11,1007.32,3.58,0.3
BLR_AWS_02,2026-09-03 18:00:00+00:00,25.71,68.99,1006.18,4.48,0.38
BLR_AWS_02,2026-09-03 19:00:00+00:00,24.94,72.57,1005.81,3.9,0.0
BLR_AWS_02,2026-09-03 20:00:00+00:00,22.54,78.65,1005.13,3.23,0.0
BLR_AWS_02,2026-09-03 21:00:00+00:00,22.47,77.6,1007.28,3.24,0.37
BLR_AWS_02,2026-09-03 22:00:00+00:00,20.75,81.55,1006.44,4.2,0.0
BLR_AWS_02,2026-09-03 23:00:00+00:00,21.32,85.41,1004.92,4.19,0.0
BLR_AWS_02,2026-09-04 00:00:00+00:00,20.53,87.64,1005.44,5.24,0.0
BLR_AWS_02,2026-09-04 01:00:00+00:00,21.16,84.48,1006.22,3.8,0.0
BLR_AWS_02,2026-09-04 02:00:00+00:00,21.03,80.62,1005.61,3.55,0.0
BLR_AWS_02,2026-09-04 03:00:00+00:00,21.71,78.25,1005.49,4.36,0.0
BLR_AWS_02,2026-09-04 04:00:00+00:00,23.09,72.7,1006.27,4.99,0.0
BLR_AWS_02,2026-09-04 05:00:00+00:00,23.64,69.66,1006.54,5.83,0.0
BLR_AWS_02,2026-09-04 06:00:00+00:00,25.13,67.9,1006.46,4.57,0.0
BLR_AWS_02,2026-09-04 07:00:00+00:00,26.28,65.25,1005.44,4.63,0.0
BLR_AWS_02,2026-09-04 08:00:00+00:00,27.58,62.72,1006.87,5.04,0.0
BLR_AWS_02,2026-09-04 09:00:00+00:00,28.69,54.86,1006.18,5.19,0.0
BLR_AWS_02,2026-09-04 10:00:00+00:00,30.76,55.72,1006.29,4.45,0.0
BLR_AWS_02,2026-09-04 11:00:00+00:00,30.43,54.56,1005.43,4.07,0.0
BLR_AWS_02,2026-09-04 12:00:00+00:00,29.53,53.91,1005.43,3.19,0.0
BLR_AWS_02,2026-09-04 13:00:00+00:00,30.55,53.57,1006.41,4.7,0.0
BLR_AWS_02,2026-09-04 14:00:00+00:00,29.7,54.83,1006.91,4.49,0.0
BLR_AWS_02,2026-09-04 15:00:00+00:00,29.12,58.47,1005.95,4.51,0.0
BLR_AWS_02,2026-09-04 16:00:00+00:00,28.06,58.88,1006.36,4.65,0.0
BLR_AWS_02,2026-09-04 17:00:00+00:00,26.51,64.47,1008.1,4.41,0.0
BLR_AWS_02,2026-09-04 18:00:00+00:00,25.31,65.64,1005.67,4.37,0.0
BLR_AWS_02,2026-09-04 19:00:00+00:00,24.24,71.98,1005.2,4.08,0.0
BLR_AWS_02,2026-09-04 20:00:00+00:00,22.38,75.24,1005.66,4.9,0.0
BLR_AWS_02,2026-09-04 21:00:00+00:00,21.33,79.36,1006.07,4.38,0.0
BLR_AWS_02,2026-09-04 22:00:00+00:00,21.04,80.38,1006.17,4.14,0.0
BLR_AWS_02,2026-09-04 23:00:00+00:00,20.48,81.18,1005.57,4.92,0.0
BLR_AWS_02,2026-09-05 00:00:00+00:00,19.15,84.68,1005.74,4.04,0.0
BLR_AWS_02,2026-09-05 01:00:00+00:00,21.02,81.92,1007.36,4.65,0.16
BLR_AWS_02,2026-09-05 02:00:00+00:00,20.73,81.7,1005.76,4.16,0.07
BLR_AWS_02,2026-09-05 03:00:00+00:00,21.33,78.55,1005.48,5.38,0.0
BLR_AWS_02,2026-09-05 04:00:00+00:00,22.81,73.82,1006.6,3.23,0.0
BLR_AWS_02,2026-09-05 05:00:00+00:00,23.0,71.08,1006.35,2.15,0.0
BLR_AWS_02,2026-09-05 06:00:00+00:00,25.04,69.87,1006.6,4.93,0.0
BLR_AWS_02,2026-09-05 07:00:00+00:00,26.6,69.87,1008.07,4.4,0.0
BLR_AWS_02,2026-09-05 08:00:00+00:00,28.45,69.87,1007.16,2.92,0.0
BLR_AWS_02,2026-09-05 09:00:00+00:00,28.95,69.87,1007.04,3.41,0.53
BLR_AWS_02,2026-09-05 10:00:00+00:00,29.11,69.87,1008.1,2.79,0.0
BLR_AWS_02,2026-09-05 11:00:00+00:00,30.03,69.87,1007.52,2.66,0.0
BLR_AWS_02,2026-09-05 12:00:00+00:00,30.87,69.87,1006.39,4.11,0.0
BLR_AWS_02,2026-09-05 13:00:00+00:00,30.39,51.84,1007.9,3.83,0.0
BLR_AWS_02,2026-09-05 14:00:00+00:00,29.49,56.68,1007.55,3.07,0.0
BLR_AWS_02,2026-09-05 15:00:00+00:00,29.34,58.46,1006.98,3.05,0.0
BLR_AWS_02,2026-09-05 16:00:00+00:00,27.52,56.96,1009.08,1.95,0.0
BLR_AWS_02,2026-09-05 17:00:00+00:00,26.59,63.52,1007.86,2.53,0.0
BLR_AWS_02,2026-09-05 18:00:00+00:00,25.92,66.95,1007.66,2.78,0.0
BLR_AWS_02,2026-09-05 19:00:00+00:00,24.81,71.63,1008.46,3.03,0.0
BLR_AWS_02,2026-09-05 20:00:00+00:00,23.16,73.17,1008.19,2.01,0.0
BLR_AWS_02,2026-09-05 21:00:00+00:00,22.08,75.92,1008.32,2.92,0.0
BLR_AWS_02,2026-09-05 22:00:00+00:00,21.4,85.67,1008.44,1.15,0.0
BLR_AWS_02,2026-09-05 23:00:00+00:00,20.97,84.11,1007.67,2.68,0.0
BLR_AWS_02,2026-09-06 00:00:00+00:00,20.58,81.47,1007.77,2.73,0.0
